household_id,consumption_kwh,income_proxy,segment_label
99,274.9727898632765,2.0,C
100,360.5437744854883,2.0,C
101,172.9088597916821,1.0,D
102,655.8353872520138,1.0,A
103,841.4597256221916,2.0,A
104,349.13288880881987,2.0,C
105,364.1259046125487,4.0,B
106,719.9558565700213,4.0,B
107,335.62779936827786,4.0,B
108,596.1025051249928,2.0,C
109,65.7343234433489,2.0,D
110,382.60115851554855,2.0,C
111,644.4333283207415,2.0,A
112,632.4303517379408,1.0,C
113,478.6228350955722,2.0,C
114,564.7632995282156,2.0,C
115,467.8482233718415,2.0,C
116,98.41331510579232,1.0,D
117,438.50822822920736,4.0,B
118,871.4824390264926,1.0,A
119,-324.4322927684518,1.0,D
120,-85.5656870319931,2.0,D
121,47.28300184047674,2.0,D
122,686.6780156951781,4.0,B
123,-35.44929061036822,2.0,D
124,424.1010750064617,4.0,B
125,524.653314521965,2.0,C
126,1056.185325716819,2.0,A
127,57.1271821794553,4.0,B
128,-293.18612878466206,4.0,B
129,71.60477856111407,2.0,D
130,397.9781921990617,2.0,C
131,978.103479239372,2.0,A
132,212.27923170057352,2.0,D
133,511.4771519344855,4.0,B
134,424.24236099818927,4.0,B
135,686.3092285406782,2.0,A
136,508.5198920587948,1.0,C
137,54.27181834522361,2.0,D
138,-169.81322199764622,2.0,D
139,347.96878663992,2.0,C
140,502.8556683232368,1.0,C
141,-66.23970274473947,4.0,B
142,523.1478914678905,2.0,C
143,719.52640350673,2.0,A
144,13.969548738461183,1.0,D
145,460.0933122151279,1.0,C
146,-78.5209506140913,2.0,D
147,516.3370880280874,1.0,C
148,679.247632933218,2.0,A
149,466.1224718811893,2.0,C
150,356.3586386138367,4.0,B
151,431.5933447905816,2.0,C
152,1110.3176201411152,4.0,A
153,519.5014888069586,4.0,B
154,-305.2383105198446,2.0,D
155,222.224469835346,4.0,B
156,856.8545376355587,1.0,A
157,551.3289365011815,1.0,C
158,152.36350665145213,2.0,D
159,286.951994896707,4.0,B
160,314.8921648097996,2.0,C
161,183.37609117969973,2.0,D
162,344.7726739445964,1.0,C
163,647.7477981001356,2.0,A
164,417.3255250454609,2.0,C
165,310.9360380319496,2.0,C
166,35.22369278557562,2.0,D
167,383.8397901949803,2.0,C
168,-81.42258975800831,1.0,D
169,675.8137378075444,4.0,B
170,32.95590826008828,2.0,D
171,252.1965605726384,1.0,C
172,681.0976842740215,4.0,B
173,436.79864950530896,2.0,C
174,12.55402755553638,4.0,B
175,412.9168363506822,2.0,C
176,268.5699147019626,4.0,B
177,300.21944682969,2.0,C
178,737.3818946228157,4.0,B
179,222.92899372678448,4.0,B
180,471.5290965518387,4.0,B
181,358.1670222315073,2.0,C
182,360.1468719819528,2.0,C
183,946.8256394575792,4.0,B
184,463.7504811629258,2.0,C
185,342.3441644538274,1.0,C
186,-62.367045431932354,1.0,D
187,302.1580009929995,4.0,B
188,434.45639558670064,2.0,C
189,495.1550591836423,4.0,B
190,105.30571522691326,1.0,D
191,433.65032070118673,1.0,C
192,301.9582118490782,2.0,C
193,808.9805529886188,2.0,A
194,75.68563808385375,2.0,D
195,272.8724115366116,2.0,C
196,14.006649252368732,2.0,D
197,166.72902064636685,4.0,B
198,331.57805642096787,2.0,C
199,437.68701361143496,4.0,B
200,569.5111948211538,1.0,C
201,362.8998199621456,2.0,C
202,140.84868111241553,2.0,D
203,193.34780769107428,2.0,D
204,272.307200043309,4.0,B
205,157.48811569014367,4.0,B
206,740.8891408195213,4.0,B
207,883.417610722028,2.0,A
208,318.0614369375771,2.0,C
209,650.8230226779601,2.0,A
210,506.3510383658981,1.0,C
211,881.050679970134,4.0,B
212,476.6429316377227,4.0,B
213,399.326793926313,2.0,C
214,122.76450145023506,1.0,D
215,-356.1758663162982,2.0,D
216,824.2994954000515,1.0,A
217,740.4770872822023,2.0,A
218,446.30731826191806,2.0,C
219,653.9396360063095,4.0,B
220,225.0119764569564,1.0,D
221,-93.78180602444304,2.0,D
222,421.406329150087,4.0,B
223,-27.40469103365928,2.0,D
224,72.94323293346719,2.0,D
225,-176.80207690770123,2.0,D
226,117.80360472140576,2.0,D
227,186.68209395898785,1.0,D
228,407.11629703266135,2.0,C
229,718.729633930729,4.0,B
230,839.4671240739779,1.0,A
231,295.46089658262844,1.0,C
232,545.3868571937021,2.0,C
233,19.456862056329328,2.0,D
234,708.7339195731662,1.0,A
235,726.5647124203799,4.0,B
236,503.113770345584,2.0,C
237,117.63558318993978,1.0,D
238,253.90431251190785,4.0,B
239,238.2681661774746,1.0,C
240,-24.17421047681671,2.0,D
241,-299.83639122568525,1.0,D
242,206.0321297444244,1.0,D
243,251.07809477617116,1.0,C
244,351.1281834877725,2.0,C
245,-114.76338777760895,1.0,D
246,901.283242171172,2.0,A
247,152.82514297914156,2.0,D
248,68.62893059908771,1.0,D
249,586.2264152098936,4.0,B
250,387.75793954680097,2.0,C
251,501.7087811034728,1.0,C
252,107.8804806161894,2.0,D
253,133.4989169066409,2.0,D
254,481.1759076230671,4.0,B
255,327.5824913067412,2.0,C
256,733.7265321333623,1.0,A
257,258.9006972172086,1.0,C
258,260.4922706477414,2.0,C
259,-305.80710602734973,2.0,D
260,506.0407274585255,2.0,C
261,212.876449409768,2.0,D
262,305.2451222037432,4.0,B
263,609.1704643430844,1.0,C
264,174.03223950233698,4.0,B
265,104.92941557807136,2.0,D
266,-296.5855082328038,2.0,D
267,455.6739551625607,2.0,C
268,157.36042606584851,2.0,D
269,1082.8320444417077,1.0,A
270,120.9072625560787,1.0,D
271,282.44503267064584,4.0,B
272,68.21315142522218,2.0,D
273,250.56950355106272,2.0,C
274,525.3063555140104,2.0,C
275,40.96149645513288,4.0,B
276,107.86229081933097,2.0,D
277,374.5423742342925,1.0,C
278,785.4344449296617,1.0,A
279,412.10666233274793,1.0,C
280,88.78087634318052,2.0,D
281,928.2399562214192,4.0,B
282,-99.3125570532954,2.0,D
283,469.1885795653317,2.0,C
284,816.2139382262073,2.0,A
285,79.29284941974299,1.0,D
286,336.3551854015153,1.0,C
287,599.2136889099536,1.0,C
288,724.7151813520145,2.0,A
289,196.4595969223852,4.0,B
290,128.56796486814733,4.0,B
291,438.7978697038134,1.0,C
292,709.186306427555,1.0,A
293,640.4448571401684,2.0,A
294,591.9444434201978,4.0,B
295,355.2047105908924,1.0,C
296,152.35781828361797,2.0,D
297,544.1223864060009,2.0,C
298,444.2856375634763,1.0,C
299,310.88584962624805,4.0,B
300,494.54345206663,2.0,C
301,602.4298047206082,2.0,C
302,521.1254414765756,2.0,C
303,464.8039335553311,1.0,C
304,420.13219179801536,2.0,C
305,397.4923856989861,4.0,B
306,626.1157525080362,1.0,C
307,454.1470570309828,4.0,B
308,140.34843794224082,2.0,D
309,469.719448179532,1.0,C
310,248.28884646968743,2.0,C
311,15.368609819634685,4.0,B
312,621.7125044314122,4.0,B
313,112.63166784917128,4.0,B
314,276.8789528728711,4.0,B
315,228.9908764079213,1.0,D
316,663.0530695043194,2.0,A
317,448.12136125420807,2.0,C
318,379.72817058151657,2.0,C
319,-79.12476905255477,2.0,D
320,92.92937199714686,1.0,D
321,132.43282298052196,2.0,D
322,826.3130801740381,2.0,A
323,562.3858082345873,1.0,C
324,435.3658734322601,2.0,C
325,83.62746770859269,1.0,D
326,546.0732211009654,4.0,B
327,509.8589346991518,1.0,C
328,-57.77433282048662,2.0,D
329,520.7327467622357,1.0,C
330,260.7637949807457,2.0,C
331,884.2109515007428,2.0,A
332,100.54824183989297,2.0,D
333,217.92728439346067,2.0,D
334,870.3644794233687,1.0,A
335,554.782515382505,1.0,C
336,789.9292500631595,2.0,A
337,29.880590458335465,2.0,D
338,531.5003459877667,2.0,C
339,269.8001011922229,1.0,C
340,353.975908184023,2.0,C
341,728.9541495679366,2.0,A
342,280.94611418063363,2.0,C
343,571.2250473270493,4.0,B
344,461.3834211994939,1.0,C
345,1123.0911344871142,4.0,A
346,135.4043832197329,1.0,D
347,260.4869711803377,1.0,C
348,997.3474264755694,2.0,A
349,560.5866701492608,1.0,C
350,551.4448602636392,2.0,C
351,594.6860281956706,4.0,B
352,269.3493032515107,2.0,C
353,96.88357294596663,1.0,D
354,290.82084348274174,2.0,C
355,610.4976825232739,1.0,C
356,897.643356105976,2.0,A
357,934.5331719966684,4.0,B
358,613.6046066872683,2.0,A
359,-227.71793696592687,1.0,D
360,-32.89226942259916,4.0,B
361,-285.9612889167289,4.0,B
362,476.5891435267741,2.0,C
363,712.8014199345503,4.0,B
364,775.2996918014902,4.0,B
365,444.4329081362473,1.0,C
366,-0.9165116678302638,1.0,D
367,962.5678080575132,4.0,B
368,561.895253720101,2.0,C
369,454.357026459044,1.0,C
370,-44.92800494483623,1.0,D
371,861.1275968869749,2.0,A
372,22.554897129332176,4.0,B
373,219.56122322614743,1.0,D
374,-330.9697293396313,2.0,D
375,717.1490774619635,4.0,B
376,142.4107179992743,2.0,D
377,390.013135998238,1.0,C
378,636.361258873574,2.0,A
379,-316.20412668366873,2.0,D
380,150.06866948897306,2.0,D
381,392.1974139125241,1.0,C
382,174.21514064358888,1.0,D
383,185.1006939999465,4.0,B
384,295.40942261027334,1.0,C
385,181.16678220291288,2.0,D
386,557.2866166385377,2.0,C
387,-109.74864354790044,4.0,B
388,271.69590466374416,2.0,C
389,569.8502109995003,1.0,C
390,8.515393842541584,2.0,D
391,273.853649078796,1.0,C
392,-129.4163117183491,4.0,B
393,262.67270113190443,2.0,C
394,-2.806392906096164,4.0,B
395,374.0525341081626,2.0,C
396,495.9868971272201,2.0,C
397,637.6102602518429,4.0,B
398,-69.09756054998866,2.0,D
399,280.4003583277101,2.0,C
400,300.4299742343613,1.0,C
401,241.12651978469853,1.0,C
402,526.053357860597,4.0,B
403,97.65301877770976,2.0,D
404,-85.55407642528519,2.0,D
405,566.0769957043215,4.0,B
406,-65.42682172638007,1.0,D
407,-48.555185501848825,4.0,B
408,549.7165910295572,2.0,C
409,69.70217778196786,2.0,D
410,225.31189827275725,2.0,D
411,520.2088242210891,1.0,C
412,286.6758474041158,4.0,B
413,419.3180424922004,1.0,C
414,478.30438460132416,4.0,B
415,-95.2846929437086,1.0,D
416,-178.0572372214067,2.0,D
417,475.503490499751,2.0,C
418,-151.90295549767745,2.0,D
419,563.4233899018884,2.0,C
420,219.4829751837481,4.0,B
421,172.5409679026438,2.0,D
422,425.1087738089488,1.0,C
423,635.1819270246888,2.0,A
424,295.3981208856817,4.0,B
425,239.50777469891224,2.0,D
426,302.5789482519529,2.0,C
427,442.4664772129781,2.0,C
428,679.1048271259924,1.0,A
429,-77.84712596766911,2.0,D
430,730.468621001011,1.0,A
431,416.9229580576739,4.0,B
432,-108.07052028807324,4.0,B
433,461.8024828164005,2.0,C
434,584.3626623296329,2.0,C
435,659.2404074512368,2.0,A
436,-15.03985807863188,1.0,D
437,31.80524806570861,1.0,D
438,700.7465065960414,4.0,B
439,110.74942193904542,4.0,B
440,234.20824669160848,2.0,D
441,322.3507483236166,4.0,B
442,87.47700507060694,1.0,D
443,400.28416001026807,2.0,C
444,441.8849327166556,2.0,C
445,99.02409441728082,1.0,D
446,551.0959878897061,2.0,C
447,341.92103994888976,2.0,C
448,908.1160425595448,2.0,A
449,155.60532600531425,2.0,D
450,225.959135653644,2.0,D
451,122.26694794257368,1.0,D
452,833.9460056179018,1.0,A
453,624.6674681045901,2.0,A
454,48.22708067132055,4.0,B
455,571.6447604506741,2.0,C
456,680.0672154953961,1.0,A
457,-78.22968081062135,1.0,D
458,-34.030390328777685,4.0,B
459,352.7716010670088,2.0,C
460,390.4880386110272,2.0,C
461,643.4358689198258,1.0,A
462,-25.58644112230189,4.0,B
463,539.1993742115906,2.0,C
464,513.7090753217748,1.0,C
465,-144.65768461859773,1.0,D
466,-159.39031092990626,1.0,D
467,554.8374239859522,2.0,C
468,836.1697602141478,2.0,A
469,589.2516846057782,4.0,B
470,411.169242866162,4.0,B
471,326.9848241882263,1.0,C
472,411.4733167662462,1.0,C
473,377.6235252889308,1.0,C
474,516.6205932945633,1.0,C
475,459.7011649085417,4.0,B
476,537.9303215196824,2.0,C
477,697.6209493555091,1.0,A
478,371.2012137247701,4.0,B
479,745.9001443553082,4.0,B
480,45.86828451871628,2.0,D
481,304.77289152964426,2.0,C
482,107.49013816699204,4.0,B
483,106.92160047014568,2.0,D
484,482.11153887737976,2.0,C
485,419.71621634430153,4.0,B
486,-362.6338054180136,2.0,D
487,288.0567888255179,2.0,C
488,645.9649877918894,4.0,B
489,743.2631642039963,1.0,A
490,396.8777477217191,2.0,C
491,324.36585167069006,1.0,C
492,481.42981247824974,4.0,B
493,231.1327996258559,1.0,D
494,339.2627843337038,4.0,B
495,820.0388182657454,1.0,A
496,238.998587596036,2.0,D
497,630.3111957630452,1.0,C
498,-88.88745262163792,2.0,D
499,512.0816780857899,4.0,B
500,356.13747906371265,4.0,B
501,475.7589300094526,2.0,C
502,144.51881009277858,1.0,D
503,582.8157320981643,2.0,C
504,612.1865006989854,1.0,C
505,586.9721191634243,2.0,C
506,378.4174649703583,1.0,C
507,-2.760745235304796,1.0,D
508,634.2432822910072,2.0,A
509,701.9903324446179,2.0,A
510,405.46456757068927,2.0,C
511,298.0086472729162,2.0,C
512,-50.87017087390251,2.0,D
513,333.6548887778977,2.0,C
514,610.1365700233073,1.0,C
515,766.6373677664275,4.0,B
516,540.9425693540319,4.0,B
517,401.30160032529625,2.0,C
518,393.87631118756985,4.0,B
519,334.50032635045426,2.0,C
520,463.3946107347545,1.0,C
521,311.69418242779494,4.0,B
522,264.4883438978138,2.0,C
523,533.9036273086783,2.0,C
524,549.1544695556485,2.0,C
525,1044.305502453122,4.0,B
526,170.5937553957614,4.0,B
527,254.9134037826168,1.0,C
528,232.50017544875436,2.0,D
529,106.0676575069777,1.0,D
530,629.5297667555982,2.0,A
531,175.64622895891046,1.0,D
532,233.7346849433106,4.0,B
533,830.5956370887457,2.0,A
534,354.3270635173062,2.0,C
535,184.34634963416343,4.0,B
536,646.5533752006302,4.0,B
537,358.52404753063274,2.0,C
538,826.1925919221328,1.0,A
539,77.46750986693837,2.0,D
540,368.0336602866372,1.0,C
541,260.55221710305943,4.0,B
542,284.84612306670965,2.0,C
543,288.18125400099154,2.0,C
544,462.8032353781794,4.0,B
545,538.8510439551002,2.0,C
546,188.32594896374744,1.0,D
547,621.5278292332871,4.0,B
548,931.1655264358844,2.0,A
549,424.2808771104228,2.0,C
550,-150.36102390449264,2.0,D
551,522.5360693830753,2.0,C
552,442.6614534438276,4.0,B
553,141.71262586595697,1.0,D
554,278.68434773384865,2.0,C
555,864.0008556114366,1.0,A
556,77.78621329210046,2.0,D
557,605.2393708961754,2.0,C
558,251.0046768108992,4.0,B
559,-199.44428333747817,1.0,D
560,144.68433225759887,1.0,D
561,427.8213584490408,1.0,C
562,731.2931022872219,4.0,B
563,413.94021741958096,4.0,B
564,484.7541844822005,2.0,C
565,361.3029265642831,2.0,C
566,268.5846438128725,4.0,B
567,175.50239965464516,4.0,B
568,572.8475380736436,4.0,B
569,870.1586294043692,2.0,A
570,1041.5489386331587,4.0,B
571,235.71801543717785,2.0,D
572,716.69965862304,2.0,A
573,-81.80922638572122,2.0,D
574,-121.6729956491697,1.0,D
575,505.5668518770752,4.0,B
576,360.9135347894437,1.0,C
577,291.3070362795829,2.0,C
578,236.21690651221925,2.0,D
579,358.22147922022515,1.0,C
580,212.07567673207535,2.0,D
581,276.36559738315714,4.0,B
582,352.39086159873693,1.0,C
583,871.8160578310826,1.0,A
584,44.37520749725627,1.0,D
585,718.0765089306983,4.0,B
586,537.5926465869777,2.0,C
587,116.37667662135902,2.0,D
588,55.08435429468869,2.0,D
589,311.35874042563654,4.0,B
590,761.499524434505,1.0,A
591,953.0115073320952,4.0,B
592,629.3580561052388,1.0,C
593,447.3171135767918,2.0,C
594,899.3148298726949,1.0,A
595,67.39943429648588,2.0,D
596,206.7012793508122,4.0,B
597,329.2556961344973,2.0,C
598,553.0129652698938,2.0,C
599,518.357913122842,2.0,C
600,232.9810521317716,2.0,D
601,618.9490587200712,2.0,A
602,302.0631090902086,4.0,B
603,409.19036725562495,1.0,C
604,367.645658364731,2.0,C
605,927.1390707290104,1.0,A
606,592.6878319806654,4.0,B
607,-50.53296981915992,4.0,B
608,434.71853380174593,4.0,B
609,131.7636693137967,4.0,B
610,935.757274995588,2.0,A
611,276.80332816558433,2.0,C
612,204.2093667014138,4.0,B
613,176.51343275775022,1.0,D
614,330.5517153798687,2.0,C
615,52.37867914499503,2.0,D
616,306.4631233436,4.0,B
617,170.50768660714976,1.0,D
618,453.4431113366164,2.0,C
619,339.4423207601276,2.0,C
620,499.2721054375103,4.0,B
621,769.9277791523781,4.0,B
622,927.7724056678488,2.0,A
623,601.3314316471282,1.0,C
624,352.3131246342358,2.0,C
625,1072.2077280742642,1.0,A
626,443.94938984492296,4.0,B
627,931.352474972756,2.0,A
628,373.6487120314653,4.0,B
629,-10.271702374144011,1.0,D
630,39.10926559454634,4.0,B
631,-165.33564655805412,2.0,D
632,25.22973956338177,1.0,D
633,482.2645881107221,4.0,B
634,385.97576622840353,2.0,C
635,572.9163234391192,2.0,C
636,-121.70557711929872,2.0,D
637,848.3554838753042,2.0,A
638,445.020283414866,2.0,C
639,-239.35387354628017,2.0,D
640,798.8176624457192,2.0,A
641,-5.551480608523661,2.0,D
642,324.85094263421814,2.0,C
643,182.3184358861959,2.0,D
644,104.8026884970078,2.0,D
645,573.1989461871276,4.0,B
646,125.08663244104751,1.0,D
647,450.6278715452168,4.0,B
648,225.0644443820405,1.0,D
649,73.09258861295689,4.0,B
650,311.3226121569797,2.0,C
651,-54.81428957211813,4.0,B
652,-32.05957324042595,4.0,B
653,143.42060973575963,2.0,D
654,521.6443141211153,1.0,C
655,532.3353633728809,2.0,C
656,98.5736874195428,2.0,D
657,657.715909782084,2.0,A
658,481.54149131466016,2.0,C
659,386.80714681191694,4.0,B
660,124.57799170644604,4.0,B
661,454.72191520732,4.0,B
662,729.4719961935696,4.0,B
663,817.9261730773701,2.0,A
664,1063.8071481223258,2.0,A
665,634.7316058275268,2.0,A
666,416.320993041532,2.0,C
667,645.2045979834879,2.0,A
668,549.1759824722003,2.0,C
669,268.6167902625234,1.0,C
670,406.7914086313029,2.0,C
671,338.4108349721171,2.0,C
672,535.5604241158038,1.0,C
673,380.2032797151851,4.0,B
674,435.4580330066199,2.0,C
675,82.75029683650598,2.0,D
676,-293.7545043419085,2.0,D
677,797.0257785661265,1.0,A
678,469.67943131413256,1.0,C
679,629.5595046266783,4.0,B
680,275.4053269024961,2.0,C
681,604.5617236825487,2.0,C
682,296.4236744153201,2.0,C
683,330.77952164835574,2.0,C
684,385.413730269496,1.0,C
685,829.7784794496263,2.0,A
686,655.941840564885,2.0,A
687,883.2890069151658,2.0,A
688,456.0722781975838,4.0,B
689,612.4588517947831,4.0,B
690,995.485638124226,2.0,A
691,1107.518887883617,2.0,A
692,625.5372878607266,1.0,C
693,-82.59855712114194,2.0,D
694,413.8154371384298,1.0,C
695,354.45382923640625,1.0,C
696,524.056494716711,1.0,C
697,350.4970520788785,2.0,C
698,-73.18498283066288,2.0,D
699,521.8308950666528,1.0,C
700,346.60823579659893,4.0,B
701,709.7469797493791,2.0,A
702,735.213710367761,2.0,A
703,167.52977326025282,1.0,D
704,121.56545711424496,1.0,D
705,1052.763370548095,1.0,A
706,887.0459420442371,2.0,A
707,-496.0842827887543,1.0,D
708,90.66040886606078,1.0,D
709,816.3229134122653,2.0,A
710,334.04806199829034,2.0,C
711,-11.380878215602364,1.0,D
712,917.8900810460198,1.0,A
713,914.4966998692418,2.0,A
714,-84.50296986964969,2.0,D
715,330.04248278665017,2.0,C
716,523.0225405272307,1.0,C
717,-148.28477221084165,2.0,D
718,274.574864911946,2.0,C
719,-41.46719693848053,2.0,D
720,475.0986823572598,2.0,C
721,610.0791518658546,1.0,C
722,786.5119707220931,2.0,A
723,315.8914452598393,2.0,C
724,613.191981070496,4.0,B
725,924.3719336947352,2.0,A
726,259.0495860668816,1.0,C
727,-150.51508295591736,2.0,D
728,491.67003315936006,2.0,C
729,395.4410737212439,2.0,C
730,397.2048299789929,2.0,C
731,323.1914294425417,1.0,C
732,366.65214221866125,1.0,C
733,513.7875509713326,2.0,C
734,592.503962840023,1.0,C
735,153.9937033886776,2.0,D
736,241.20537269513912,2.0,D
737,471.35956375825407,2.0,C
738,-215.5935450058023,2.0,D
739,368.4623394658447,2.0,C
740,150.29111484183343,1.0,D
741,709.4641048276737,2.0,A
742,840.5642484956049,4.0,B
743,109.80335119626808,2.0,D
744,189.76116567592817,2.0,D
745,191.16008155788083,2.0,D
746,502.08129904750535,2.0,C
747,285.62808705255105,2.0,C
748,567.7347856359285,2.0,C
749,85.38288427484764,2.0,D
750,675.0936805016056,1.0,A
751,-19.981287776309955,1.0,D
752,377.9931506301587,4.0,B
753,-249.9112154527513,2.0,D
754,-208.1168577216447,1.0,D
755,542.768705920915,1.0,C
756,180.3992550762929,4.0,B
757,193.90696883698848,2.0,D
758,145.59265300674804,2.0,D
759,331.1068340648278,4.0,B
760,652.5162824660798,2.0,A
761,303.57943642135206,4.0,B
762,53.7147455741528,2.0,D
763,339.49712960797143,1.0,C
764,349.8637857018725,4.0,B
765,735.3513884072516,4.0,B
766,770.3553241938475,2.0,A
767,570.2070171620517,4.0,B
768,557.5112908885077,1.0,C
769,631.5734981681069,2.0,A
770,634.6672792057736,1.0,C
771,607.9412672275253,2.0,A
772,610.9707185203109,2.0,A
773,615.0546788961353,1.0,C
774,697.011388531904,2.0,A
775,434.6075296912139,4.0,B
776,1396.4749780900177,4.0,A
777,-99.11783786667844,2.0,D
778,543.0213765274966,4.0,B
779,203.92562280962196,2.0,D
780,860.1953729972636,2.0,A
781,641.5114304939805,4.0,B
782,612.641416947,4.0,B
783,774.4065288320614,2.0,A
784,581.7150612806273,1.0,C
785,-16.36715156650388,1.0,D
786,763.7518152451476,4.0,B
787,233.64423070233025,4.0,B
788,-40.166621542104565,1.0,D
789,280.177304439054,4.0,B
790,724.6081736127093,4.0,B
791,614.9488615780139,1.0,C
792,-52.239844087565245,2.0,D
793,445.35825135070206,2.0,C
794,261.95823349325224,4.0,B
795,396.4624060435144,2.0,C
796,437.1877819026688,2.0,C
797,242.6305088928796,1.0,C
798,46.78183671105211,2.0,D
799,788.7793082060105,2.0,A
800,139.5051987806453,4.0,B
801,406.1691792971514,2.0,C
802,654.0718970146834,1.0,A
803,662.9698884934687,2.0,A
804,562.7374446604273,4.0,B
805,575.7868608385966,4.0,B
806,-6.232613055365391,2.0,D
807,259.1325818323457,4.0,B
808,-14.058866216330898,2.0,D
809,733.8623020267802,2.0,A
810,477.28561385823,2.0,C
811,557.7161609036741,2.0,C
812,330.4164823550263,2.0,C
813,768.1414648040688,1.0,A
814,-294.5515226980352,2.0,D
815,301.52924795508414,4.0,B
816,659.9388102146739,2.0,A
817,474.3045905997567,2.0,C
818,775.4945009904161,4.0,B
819,623.3667286789247,4.0,B
820,555.426585466572,2.0,C
821,99.79354177688168,4.0,B
822,205.13842449349124,1.0,D
823,634.0944962565751,4.0,B
824,227.5737741024865,2.0,D
825,437.1616813676177,1.0,C
826,286.24802676322054,4.0,B
827,366.8359636776314,1.0,C
828,90.08447092463132,4.0,B
829,609.8392617326783,2.0,A
830,85.30162437663449,2.0,D
831,549.3590290428837,2.0,C
832,640.963421595493,2.0,A
833,614.3511421643308,2.0,A
834,251.7775904298857,2.0,C
835,293.60515643150467,4.0,B
836,394.5541280541509,2.0,C
837,975.0511101680938,2.0,A
838,722.5525545455536,2.0,A
839,713.855134829968,1.0,A
840,988.3669005989497,1.0,A
841,217.3403797146245,2.0,D
842,-77.34651329304018,2.0,D
843,167.72503912267106,1.0,D
844,642.8873153362595,2.0,A
845,30.40967871599463,4.0,B
846,420.1714674153819,1.0,C
847,187.02862008334495,4.0,B
848,425.42473422460193,4.0,B
849,-79.39381679114729,2.0,D
850,473.8372537614175,2.0,C
851,1.6325244601715667,4.0,B
852,448.25953115445554,2.0,C
853,249.8649586851592,2.0,C
854,686.924419203347,2.0,A
855,-468.4517374772519,4.0,D
856,625.1514058305288,2.0,A
857,8.575786158654807,2.0,D
858,106.86572724475116,2.0,D
859,145.1238543712999,2.0,D
860,418.7973334675757,2.0,C
861,637.2909397318276,1.0,C
862,97.80682399121496,1.0,D
863,580.7742072395693,2.0,C
864,6.079810204156729,2.0,D
865,350.5969978382941,4.0,B
866,484.2139084035186,4.0,B
867,378.6982780079161,1.0,C
868,203.3823384041744,2.0,D
869,200.33402156216988,2.0,D
